Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-2023-00939,2023-02-24,2023-03-01,Standard Class,CUS-1545,Paul Thomas L,Consumer,Green Bay,Wisconsin,Central,Technology,Accessories,Webcam,498.3,2,0.0,125.03
ORD-2023-00940,2023-04-17,2023-04-23,Standard Class,CUS-3587,Steven Garcia O,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,Paint Set,80.4,4,0.2,23.79
ORD-2022-00941,2022-08-16,2022-08-21,Second Class,CUS-7025,Robert Williams,Consumer,Green Bay,Wisconsin,Central,Furniture,Chairs,Folding Chair,137.34,6,0.0,60.06
ORD-2022-00942,2022-05-15,2022-05-22,Standard Class,CUS-1566,William Robinson Q,Home Office,Los Angeles,California,West,Office Supplies,Art,Colored Pencils,253.72,6,0.0,40.14
ORD-2023-00943,2023-01-04,2023-01-09,Standard Class,CUS-9170,Jennifer Nguyen E,Consumer,Detroit,Michigan,Central,Furniture,Chairs,Conference Chair,514.78,1,0.0,111.5
ORD-2023-00944,2023-05-01,2023-05-04,First Class,CUS-8853,Matthew Hill J,Home Office,Rockville,Maryland,East,Furniture,Tables,Conference Table,353.32,2,0.0,83.61
ORD-2023-00945,2023-03-01,2023-03-04,Second Class,CUS-5322,Anthony Anderson L,Consumer,Richmond,Virginia,East,Technology,Machines,All-in-One Printer,1600.0,1,0.1,449.85
ORD-2023-00946,2023-01-21,2023-01-28,Standard Class,CUS-3944,William White H,Consumer,Huntsville,Alabama,South,Office Supplies,Art,Markers Set,42.91,1,0.1,4.77
ORD-2022-00947,2022-06-22,2022-06-29,Standard Class,CUS-9170,Jennifer Nguyen E,Corporate,Eugene,Oregon,West,Technology,Machines,All-in-One Printer,151.24,2,0.2,47.75
ORD-2022-00948,2022-11-25,2022-11-30,Second Class,CUS-7017,Susan Torres T,Consumer,Raleigh,North Carolina,South,Furniture,Bookcases,3-Shelf Bookcase,285.88,3,0.2,64.82
ORD-2022-00949,2022-01-11,2022-01-16,Second Class,CUS-0004,Matthew Harris,Consumer,Tucson,Arizona,West,Technology,Accessories,Webcam,395.32,5,0.15,-3.43
ORD-2022-00950,2022-09-18,2022-09-25,Standard Class,CUS-2741,Ashley Martinez F,Home Office,Newark,New Jersey,East,Office Supplies,Storage,Storage Box,153.38,5,0.2,6.99
ORD-2023-00951,2023-09-13,2023-09-18,Second Class,CUS-3327,Lisa Miller R,Corporate,Augusta,Georgia,South,Office Supplies,Fasteners,Paper Clips,104.09,3,0.0,47.07
ORD-2022-00952,2022-12-01,2022-12-04,Second Class,CUS-3140,Andrew King X,Consumer,Atlanta,Georgia,South,Technology,Machines,Brother Inkjet Printer,882.99,2,0.0,171.58
ORD-2022-00953,2022-01-01,2022-01-07,Standard Class,CUS-0019,Jennifer Scott Y,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,Samsung Galaxy Phone,150.64,9,0.15,45.4
ORD-2022-00954,2022-12-20,2022-12-26,Standard Class,CUS-1436,Jessica Jones S,Corporate,Charlotte,North Carolina,South,Office Supplies,Fasteners,Rubber Bands,520.94,3,0.2,126.64
ORD-2023-00955,2023-01-09,2023-01-12,First Class,CUS-5654,David Rodriguez H,Consumer,Birmingham,Alabama,South,Office Supplies,Labels,Name Tags,94.58,2,0.2,0.28
ORD-2023-00956,2023-09-03,2023-09-08,Standard Class,CUS-7142,Patricia Miller K,Corporate,New Haven,Connecticut,East,Technology,Machines,Brother Inkjet Printer,1252.8,1,0.1,215.86
ORD-2023-00957,2023-04-20,2023-04-25,Standard Class,CUS-5121,Joshua Gonzalez V,Consumer,Baltimore,Maryland,East,Technology,Phones,Wireless Headset,674.17,3,0.2,24.46
ORD-2022-00958,2022-05-19,2022-05-26,Standard Class,CUS-3524,Daniel Wilson I,Corporate,Savannah,Georgia,South,Office Supplies,Storage,File Cabinet,181.94,2,0.0,65.33
ORD-2022-00959,2022-04-16,2022-04-19,Second Class,CUS-2673,Thomas Taylor,Consumer,Stamford,Connecticut,East,Technology,Accessories,Monitor Stand,808.45,1,0.1,213.27
ORD-2023-00960,2023-04-23,2023-04-30,Standard Class,CUS-8751,Jessica Moore A,Consumer,Buffalo,New York,East,Furniture,Tables,Corner Desk,547.24,2,0.1,127.61
ORD-2023-00961,2023-11-18,2023-11-24,Standard Class,CUS-4187,Anthony Clark,Consumer,Tampa,Florida,South,Office Supplies,Fasteners,Paper Clips,274.46,1,0.1,39.36
ORD-2022-00962,2022-03-04,2022-03-09,Standard Class,CUS-7561,Ashley Walker Y,Corporate,Newark,New Jersey,East,Technology,Accessories,Monitor Stand,1187.35,2,0.1,189.06
ORD-2022-00963,2022-10-14,2022-10-21,Standard Class,CUS-2109,Donna Garcia V,Home Office,Philadelphia,Pennsylvania,East,Furniture,Bookcases,3-Shelf Bookcase,581.91,2,0.1,22.0
ORD-2022-00964,2022-09-22,2022-09-29,Standard Class,CUS-2259,William Ramirez O,Consumer,Boston,Massachusetts,East,Office Supplies,Art,Paint Set,222.62,4,0.2,4.8
ORD-2023-00965,2023-09-21,2023-09-23,First Class,CUS-7159,Andrew Garcia E,Corporate,Las Vegas,Nevada,West,Technology,Accessories,USB Hub,477.0,11,0.0,94.75
ORD-2023-00966,2023-11-12,2023-11-18,Standard Class,CUS-9811,Patricia Brown,Consumer,Jacksonville,Florida,South,Furniture,Bookcases,Corner Bookcase,1573.7,4,0.1,188.75
ORD-2022-00967,2022-12-05,2022-12-10,Second Class,CUS-8277,Dorothy Lewis P,Consumer,Shreveport,Louisiana,South,Furniture,Tables,Corner Desk,289.45,2,0.0,33.29
ORD-2022-00968,2022-09-03,2022-09-05,First Class,CUS-2155,Jennifer Thomas W,Consumer,Worcester,Massachusetts,East,Office Supplies,Envelopes,Manila Envelopes,500.0,2,0.3,57.57
ORD-2023-00969,2023-09-16,2023-09-23,Standard Class,CUS-9953,Lisa Johnson S,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,Picture Frame,370.41,3,0.0,37.21
ORD-2023-00970,2023-05-20,2023-05-23,Second Class,CUS-5799,William Robinson M,Consumer,Columbus,Ohio,Central,Technology,Accessories,Keyboard,163.15,5,0.3,7.92
ORD-2023-00971,2023-11-22,2023-11-29,Standard Class,CUS-4149,Mark Nguyen M,Corporate,Reno,Nevada,West,Furniture,Bookcases,Stackable Bookcase,550.91,3,0.0,55.83
ORD-2023-00972,2023-11-08,2023-11-15,Standard Class,CUS-5548,Jennifer Young F,Home Office,San Antonio,Texas,Central,Office Supplies,Art,Paint Set,95.18,1,0.2,-3.56
ORD-2022-00973,2022-05-04,2022-05-11,Standard Class,CUS-0504,Dorothy Smith Y,Corporate,Miami,Florida,South,Furniture,Bookcases,Corner Bookcase,749.38,3,0.1,111.73
ORD-2023-00974,2023-01-14,2023-01-17,First Class,CUS-0004,Matthew Harris,Consumer,New Haven,Connecticut,East,Office Supplies,Labels,Address Labels,59.92,1,0.0,-13.46
ORD-2022-00975,2022-09-18,2022-09-23,Standard Class,CUS-9219,Susan Sanchez Z,Corporate,Rockville,Maryland,East,Office Supplies,Art,Markers Set,88.35,1,0.0,18.34
ORD-2023-00976,2023-05-14,2023-05-19,Standard Class,CUS-5810,Daniel Hill U,Consumer,Mesa,Arizona,West,Technology,Machines,Desktop Computer,113.03,1,0.1,12.72
ORD-2023-00977,2023-04-18,2023-04-21,Second Class,CUS-0093,Sandra Robinson,Consumer,Sacramento,California,West,Technology,Machines,All-in-One Printer,356.9,1,0.15,13.12
ORD-2022-00978,2022-03-08,2022-03-13,Standard Class,CUS-5159,Elizabeth White W,Consumer,Allentown,Pennsylvania,East,Office Supplies,Fasteners,Rubber Bands,14.53,1,0.0,0.27
ORD-2022-00979,2022-12-13,2022-12-17,Second Class,CUS-3885,Linda Thomas Q,Consumer,Jersey City,New Jersey,East,Furniture,Furnishings,Coat Rack,140.05,2,0.2,9.84
ORD-2023-00980,2023-10-07,2023-10-12,Standard Class,CUS-9751,Thomas Scott L,Consumer,Trenton,New Jersey,East,Technology,Copiers,Xerox Machine,1224.14,1,0.1,138.72
ORD-2023-00981,2023-04-13,2023-04-17,Second Class,CUS-0845,Steven King M,Consumer,Rockville,Maryland,East,Furniture,Chairs,Conference Chair,717.21,2,0.1,58.18
ORD-2023-00982,2023-12-15,2023-12-20,Standard Class,CUS-5494,Nancy Torres A,Corporate,Raleigh,North Carolina,South,Furniture,Bookcases,Stackable Bookcase,698.87,1,0.0,219.72
ORD-2022-00983,2022-01-13,2022-01-18,Standard Class,CUS-6844,Kimberly Scott,Corporate,San Francisco,California,West,Furniture,Chairs,Stacking Chair,141.18,8,0.2,-15.08
ORD-2023-00984,2023-05-28,2023-06-02,Standard Class,CUS-7643,Michael Miller,Corporate,Charlotte,North Carolina,South,Technology,Phones,iPhone Pro,493.31,1,0.0,66.13
ORD-2023-00985,2023-03-08,2023-03-13,Standard Class,CUS-9828,Charles Jones D,Corporate,New York City,New York,East,Office Supplies,Storage,File Cabinet,100.71,3,0.1,7.96
ORD-2022-00986,2022-04-26,2022-05-02,Standard Class,CUS-0692,Nancy White,Consumer,Eugene,Oregon,West,Furniture,Chairs,Conference Chair,151.42,1,0.0,35.7
ORD-2023-00987,2023-10-26,2023-11-01,Standard Class,CUS-0861,Sarah Thomas B,Corporate,Denver,Colorado,West,Technology,Phones,iPhone Pro,2218.05,3,0.0,150.63
ORD-2022-00988,2022-05-15,2022-05-19,Second Class,CUS-7777,Paul Smith V,Corporate,Huntsville,Alabama,South,Technology,Copiers,Sharp Copier,1034.0,2,0.15,208.24
ORD-2023-00989,2023-03-17,2023-03-20,Second Class,CUS-1979,Paul Wright,Corporate,Philadelphia,Pennsylvania,East,Technology,Machines,Desktop Computer,343.57,7,0.15,25.1
ORD-2023-00990,2023-08-07,2023-08-07,Same Day,CUS-1867,Charles Taylor Y,Home Office,Aurora,Colorado,West,Furniture,Furnishings,Floor Mat,390.82,1,0.1,32.16
ORD-2022-00991,2022-08-09,2022-08-13,Second Class,CUS-5374,Betty Sanchez,Corporate,Baton Rouge,Louisiana,South,Office Supplies,Art,Paint Set,149.15,9,0.0,65.75
ORD-2022-00992,2022-05-12,2022-05-18,Standard Class,CUS-7508,Jessica Scott Y,Corporate,Knoxville,Tennessee,South,Office Supplies,Binders,Report Cover,24.65,3,0.0,22.88
ORD-2023-00993,2023-02-12,2023-02-17,Standard Class,CUS-5123,Joshua Williams U,Home Office,Indianapolis,Indiana,Central,Furniture,Chairs,Ergonomic Mesh Chair,251.1,3,0.0,3.16
ORD-2023-00994,2023-01-15,2023-01-21,Standard Class,CUS-1286,Richard Gonzalez,Corporate,Durham,North Carolina,South,Office Supplies,Envelopes,Manila Envelopes,58.53,3,0.2,7.73
ORD-2022-00995,2022-11-25,2022-11-30,Second Class,CUS-7911,David Rodriguez,Consumer,Pittsburgh,Pennsylvania,East,Office Supplies,Supplies,Glue Sticks,73.65,5,0.0,1.1
ORD-2023-00996,2023-04-02,2023-04-08,Standard Class,CUS-4332,Margaret Ramirez,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,Paint Set,100.82,3,0.1,18.38
ORD-2022-00997,2022-03-28,2022-04-03,Standard Class,CUS-1979,Paul Wright,Consumer,Orlando,Florida,South,Office Supplies,Storage,Magazine Rack,400.0,4,0.1,93.19
ORD-2023-00998,2023-05-19,2023-05-24,Second Class,CUS-8876,Daniel Ramirez I,Home Office,Rochester,Minnesota,Central,Office Supplies,Storage,Desk Organizer,210.81,7,0.0,59.43
ORD-2023-00999,2023-06-17,2023-06-23,Standard Class,CUS-1260,Robert Perez Y,Consumer,Tampa,Florida,South,Office Supplies,Binders,Presentation Binder,79.94,6,0.0,15.07
ORD-2022-01000,2022-02-23,2022-02-28,Second Class,CUS-2221,Joshua Hernandez K,Consumer,Ann Arbor,Michigan,Central,Office Supplies,Fasteners,Binder Clips,159.68,1,0.2,43.97
ORD-2023-01001,2023-01-14,2023-01-20,Standard Class,CUS-0268,Ashley Young,Consumer,Colorado Springs,Colorado,West,Furniture,Bookcases,Stackable Bookcase,937.36,1,0.2,209.9
ORD-2022-01002,2022-07-14,2022-07-20,Standard Class,CUS-2529,Michael Ramirez H,Consumer,Phoenix,Arizona,West,Office Supplies,Storage,Desk Organizer,264.53,6,0.0,31.59
ORD-2022-01003,2022-03-18,2022-03-24,Standard Class,CUS-4976,Charles Lee,Corporate,Arlington,Virginia,East,Technology,Accessories,USB Hub,430.03,1,0.0,72.84
ORD-2023-01004,2023-11-19,2023-11-24,Standard Class,CUS-8127,Jessica Thomas,Consumer,Salem,Oregon,West,Furniture,Chairs,Folding Chair,296.35,3,0.0,100.89
ORD-2023-01005,2023-02-09,2023-02-13,Second Class,CUS-6718,Ashley Johnson A,Corporate,Arlington,Virginia,East,Office Supplies,Storage,File Cabinet,176.57,6,0.0,50.91
ORD-2022-01006,2022-08-20,2022-08-27,Standard Class,CUS-9548,William Wright X,Consumer,Springfield,Illinois,Central,Office Supplies,Storage,Magazine Rack,172.96,9,0.1,23.46
ORD-2023-01007,2023-07-26,2023-08-01,Standard Class,CUS-8271,Barbara Lopez,Consumer,Dallas,Texas,Central,Office Supplies,Storage,Storage Box,258.38,1,0.0,44.3
ORD-2022-01008,2022-03-24,2022-03-30,Standard Class,CUS-5548,Jennifer Young F,Corporate,Saint Paul,Minnesota,Central,Technology,Accessories,Cable Kit,681.5,2,0.3,73.07
ORD-2022-01009,2022-08-21,2022-08-27,Standard Class,CUS-4617,Christopher Jackson,Consumer,Denver,Colorado,West,Office Supplies,Binders,3-Ring Binder,292.34,2,0.2,44.7
ORD-2023-01010,2023-08-05,2023-08-12,Standard Class,CUS-3376,Joseph Rodriguez C,Consumer,Baton Rouge,Louisiana,South,Technology,Accessories,USB Hub,333.99,2,0.2,64.41
ORD-2022-01011,2022-03-08,2022-03-13,Second Class,CUS-8271,Barbara Lopez,Home Office,Charlotte,North Carolina,South,Technology,Accessories,Monitor Stand,1176.23,1,0.1,263.03
ORD-2023-01012,2023-06-01,2023-06-07,Standard Class,CUS-2073,John Harris I,Corporate,Seattle,Washington,West,Office Supplies,Envelopes,Padded Mailers,147.87,12,0.0,44.68
ORD-2022-01013,2022-08-24,2022-08-29,Second Class,CUS-3534,Susan Wilson,Corporate,Fort Wayne,Indiana,Central,Furniture,Bookcases,Stackable Bookcase,1500.0,3,0.0,303.66
ORD-2023-01014,2023-10-19,2023-10-25,Standard Class,CUS-9659,Matthew Smith B,Corporate,Colorado Springs,Colorado,West,Office Supplies,Paper,Legal Pads,94.56,1,0.1,-10.71
ORD-2022-01015,2022-08-08,2022-08-13,Standard Class,CUS-1334,Dorothy Hill K,Home Office,Miami,Florida,South,Office Supplies,Fasteners,Paper Clips,500.0,5,0.1,121.87
ORD-2023-01016,2023-10-07,2023-10-12,Second Class,CUS-7935,Barbara Jones P,Consumer,Milwaukee,Wisconsin,Central,Furniture,Furnishings,Floor Mat,582.55,1,0.0,28.79
ORD-2023-01017,2023-11-08,2023-11-11,Second Class,CUS-7561,Ashley Walker Y,Consumer,Allentown,Pennsylvania,East,Technology,Machines,Brother Inkjet Printer,395.65,4,0.15,6.38
ORD-2022-01018,2022-06-04,2022-06-05,Same Day,CUS-0205,Karen Martin,Consumer,Bloomington,Indiana,Central,Technology,Phones,Samsung Galaxy Phone,348.0,6,0.0,99.59
ORD-2023-01019,2023-03-04,2023-03-05,Same Day,CUS-5548,Jennifer Young F,Home Office,Naperville,Illinois,Central,Technology,Copiers,Canon Copier,317.31,3,0.0,33.46
ORD-2022-01020,2022-07-26,2022-08-02,Standard Class,CUS-0861,Sarah Thomas B,Consumer,Minneapolis,Minnesota,Central,Technology,Phones,Samsung Galaxy Phone,719.56,2,0.3,105.42
ORD-2023-01021,2023-11-12,2023-11-18,Standard Class,CUS-3376,Joseph Rodriguez C,Consumer,Nashville,Tennessee,South,Technology,Copiers,Xerox Machine,1012.25,3,0.2,194.18
ORD-2022-01022,2022-12-08,2022-12-11,First Class,CUS-6880,William Hernandez,Consumer,Memphis,Tennessee,South,Technology,Machines,Brother Inkjet Printer,421.03,2,0.0,73.85
ORD-2023-01023,2023-11-11,2023-11-18,Standard Class,CUS-8876,Daniel Ramirez I,Corporate,Worcester,Massachusetts,East,Furniture,Tables,Conference Table,487.66,3,0.0,110.06
ORD-2023-01024,2023-02-20,2023-02-27,Standard Class,CUS-8271,Barbara Lopez,Consumer,Austin,Texas,Central,Technology,Copiers,Ricoh Copier,1600.0,1,0.1,339.05
ORD-2023-01025,2023-07-05,2023-07-11,Standard Class,CUS-3686,Jessica Nguyen T,Consumer,Tampa,Florida,South,Furniture,Furnishings,Picture Frame,1500.0,2,0.0,509.67
ORD-2022-01026,2022-03-17,2022-03-22,Second Class,CUS-1209,Charles Brown P,Consumer,Boston,Massachusetts,East,Furniture,Bookcases,Stackable Bookcase,433.83,1,0.0,80.62
ORD-2022-01027,2022-05-10,2022-05-10,Same Day,CUS-4885,Anthony Nguyen W,Consumer,Bloomington,Indiana,Central,Office Supplies,Binders,Folder Set,130.15,2,0.15,-6.29
ORD-2022-01028,2022-03-03,2022-03-10,Standard Class,CUS-9751,Thomas Scott L,Corporate,Albany,New York,East,Furniture,Furnishings,Picture Frame,336.84,1,0.0,79.0
ORD-2022-01029,2022-02-11,2022-02-16,Standard Class,CUS-7207,Michael Wright D,Home Office,Baltimore,Maryland,East,Office Supplies,Art,Colored Pencils,165.0,9,0.3,-8.37
ORD-2023-01030,2023-10-26,2023-10-28,First Class,CUS-7839,Lisa Miller M,Home Office,Birmingham,Alabama,South,Furniture,Furnishings,Wall Clock,219.39,2,0.3,-17.23
ORD-2023-01031,2023-10-10,2023-10-15,Standard Class,CUS-1979,Paul Wright,Consumer,Annapolis,Maryland,East,Office Supplies,Supplies,Scissors,133.58,3,0.1,30.77
ORD-2022-01032,2022-11-08,2022-11-15,Standard Class,CUS-2741,Ashley Martinez F,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Samsung Galaxy Phone,175.35,1,0.0,7.82
ORD-2022-01033,2022-11-07,2022-11-09,First Class,CUS-7911,David Rodriguez,Consumer,Hartford,Connecticut,East,Office Supplies,Art,Paint Set,225.88,4,0.0,63.17
ORD-2023-01034,2023-07-22,2023-07-27,Second Class,CUS-2760,Margaret Hill H,Consumer,Ann Arbor,Michigan,Central,Furniture,Tables,Standing Desk,641.93,1,0.0,144.41
ORD-2023-01035,2023-01-09,2023-01-15,Standard Class,CUS-3524,Daniel Wilson I,Consumer,Atlanta,Georgia,South,Furniture,Furnishings,Floor Mat,207.9,2,0.1,-0.05
ORD-2023-01036,2023-01-16,2023-01-16,Same Day,CUS-5322,Anthony Anderson L,Home Office,Raleigh,North Carolina,South,Technology,Accessories,Monitor Stand,1444.25,6,0.2,336.04
ORD-2023-01037,2023-04-15,2023-04-20,Standard Class,CUS-3158,Dorothy King,Consumer,Reno,Nevada,West,Office Supplies,Art,Colored Pencils,47.35,4,0.3,-17.16
ORD-2023-01038,2023-12-13,2023-12-18,Standard Class,CUS-7828,Margaret Lopez Q,Corporate,Pittsburgh,Pennsylvania,East,Office Supplies,Art,Colored Pencils,50.86,10,0.0,-14.4
ORD-2023-01039,2023-10-11,2023-10-17,Standard Class,CUS-0019,Jennifer Scott Y,Home Office,Seattle,Washington,West,Technology,Machines,All-in-One Printer,797.3,5,0.0,197.07
ORD-2023-01040,2023-02-13,2023-02-18,Second Class,CUS-6617,Karen Thomas C,Home Office,Spokane,Washington,West,Furniture,Bookcases,Stackable Bookcase,707.16,1,0.1,101.85
ORD-2022-01041,2022-12-03,2022-12-10,Standard Class,CUS-4531,Paul Moore N,Corporate,Spokane,Washington,West,Furniture,Tables,Folding Table,1912.63,12,0.0,174.1
ORD-2023-01042,2023-12-05,2023-12-12,Standard Class,CUS-0563,Linda Davis,Corporate,Spokane,Washington,West,Furniture,Chairs,Stacking Chair,344.46,2,0.1,82.04
ORD-2022-01043,2022-02-11,2022-02-18,Standard Class,CUS-3803,Patricia Thomas D,Home Office,Rochester,New York,East,Technology,Accessories,USB Hub,971.75,1,0.0,248.04
ORD-2022-01044,2022-08-27,2022-09-02,Standard Class,CUS-7508,Matthew Moore F,Consumer,Chicago,Illinois,Central,Technology,Accessories,Webcam,496.95,2,0.1,149.48
ORD-2022-01045,2022-01-24,2022-01-31,Standard Class,CUS-0694,Michael Thompson T,Home Office,Annapolis,Maryland,East,Furniture,Tables,Standing Desk,266.53,1,0.0,17.35
ORD-2022-01046,2022-05-15,2022-05-22,Standard Class,CUS-7935,Barbara Jones P,Home Office,Augusta,Georgia,South,Furniture,Chairs,Executive Office Chair,775.62,1,0.1,191.51
ORD-2022-01047,2022-03-16,2022-03-21,Standard Class,CUS-3096,Christopher Ramirez P,Consumer,Portland,Oregon,West,Technology,Accessories,Cable Kit,690.91,1,0.0,64.59
ORD-2022-01048,2022-07-08,2022-07-10,First Class,CUS-3445,Linda Johnson A,Corporate,Rochester,Minnesota,Central,Technology,Machines,All-in-One Printer,145.21,3,0.0,45.8
ORD-2023-01049,2023-05-11,2023-05-18,Standard Class,CUS-2857,Ashley Garcia E,Home Office,Las Vegas,Nevada,West,Furniture,Furnishings,Picture Frame,1246.33,3,0.0,373.99
ORD-2022-01050,2022-01-08,2022-01-10,First Class,CUS-1764,Nancy Lewis O,Consumer,Knoxville,Tennessee,South,Technology,Accessories,USB Hub,1236.74,3,0.0,347.88
ORD-2022-01051,2022-09-28,2022-10-03,Second Class,CUS-3885,Linda Thomas Q,Corporate,Allentown,Pennsylvania,East,Technology,Phones,Google Pixel,310.71,1,0.1,16.4
ORD-2022-01052,2022-01-14,2022-01-17,Second Class,CUS-4107,Joseph Anderson,Corporate,Tacoma,Washington,West,Technology,Phones,Wireless Headset,562.73,2,0.15,109.51
ORD-2023-01053,2023-08-06,2023-08-09,First Class,CUS-7935,Barbara Jones P,Consumer,Chicago,Illinois,Central,Furniture,Chairs,Executive Office Chair,567.9,1,0.0,169.78
ORD-2022-01054,2022-02-23,2022-03-01,Standard Class,CUS-4738,Sarah Robinson R,Home Office,Stamford,Connecticut,East,Technology,Machines,HP LaserJet Printer,505.07,9,0.0,153.77
ORD-2023-01055,2023-07-22,2023-07-29,Standard Class,CUS-8550,Joseph Smith V,Consumer,Madison,Wisconsin,Central,Office Supplies,Storage,File Cabinet,81.29,3,0.3,3.14
ORD-2022-01056,2022-03-06,2022-03-07,Same Day,CUS-4697,Steven Miller T,Corporate,Worcester,Massachusetts,East,Office Supplies,Paper,Card Stock,59.02,1,0.0,-6.55
ORD-2022-01057,2022-07-12,2022-07-15,First Class,CUS-9751,Thomas Scott L,Consumer,Springfield,Massachusetts,East,Technology,Machines,Brother Inkjet Printer,502.13,3,0.0,99.22
ORD-2022-01058,2022-06-12,2022-06-14,First Class,CUS-8265,Joseph Jones X,Home Office,Columbus,Ohio,Central,Technology,Copiers,Canon Copier,1309.61,1,0.2,-56.33
ORD-2023-01059,2023-10-28,2023-11-02,Second Class,CUS-4187,Anthony Clark,Consumer,Montgomery,Alabama,South,Furniture,Tables,Standing Desk,768.14,1,0.0,266.9
ORD-2023-01060,2023-09-04,2023-09-09,Second Class,CUS-9953,John Brown W,Corporate,Springfield,Massachusetts,East,Technology,Machines,Brother Inkjet Printer,381.0,2,0.0,73.11
ORD-2022-01061,2022-09-21,2022-09-27,Standard Class,CUS-4281,Emily Wright I,Consumer,Dallas,Texas,Central,Technology,Phones,iPhone Pro,950.19,3,0.1,207.82
ORD-2023-01062,2023-07-10,2023-07-15,Standard Class,CUS-2259,William Ramirez O,Consumer,Aurora,Colorado,West,Furniture,Bookcases,Corner Bookcase,39.17,2,0.1,15.9
ORD-2023-01063,2023-05-21,2023-05-26,Standard Class,CUS-9751,Thomas Scott L,Consumer,Madison,Wisconsin,Central,Office Supplies,Paper,Legal Pads,316.49,4,0.1,39.6
ORD-2023-01064,2023-04-28,2023-04-30,First Class,CUS-3524,Daniel Wilson I,Corporate,New Haven,Connecticut,East,Office Supplies,Fasteners,Binder Clips,31.39,3,0.3,18.34
ORD-2022-01065,2022-12-04,2022-12-09,Standard Class,CUS-7839,Lisa Miller M,Home Office,Salem,Oregon,West,Technology,Accessories,Monitor Stand,498.55,1,0.1,13.09
ORD-2022-01066,2022-05-08,2022-05-13,Standard Class,CUS-5168,Emily Walker L,Consumer,Portland,Oregon,West,Technology,Machines,Desktop Computer,209.26,2,0.0,73.34
ORD-2022-01067,2022-02-23,2022-02-27,Second Class,CUS-4275,Richard Wright K,Consumer,New Orleans,Louisiana,South,Technology,Phones,Wireless Headset,145.53,3,0.0,14.17
ORD-2023-01068,2023-04-02,2023-04-07,Standard Class,CUS-6718,Ashley Johnson A,Corporate,Albany,New York,East,Office Supplies,Fasteners,Paper Clips,319.55,6,0.3,38.07
ORD-2022-01069,2022-01-06,2022-01-11,Standard Class,CUS-9953,John Brown W,Consumer,Newark,New Jersey,East,Office Supplies,Fasteners,Paper Clips,69.47,6,0.3,2.09
ORD-2023-01070,2023-06-16,2023-06-19,First Class,CUS-4976,Charles Lee,Corporate,Saint Paul,Minnesota,Central,Technology,Phones,Desk Phone,676.21,4,0.15,69.41
ORD-2022-01071,2022-01-03,2022-01-10,Standard Class,CUS-7399,Joseph Nguyen U,Consumer,Virginia Beach,Virginia,East,Technology,Machines,HP LaserJet Printer,394.9,1,0.15,46.62
ORD-2022-01072,2022-10-05,2022-10-06,Same Day,CUS-7142,Patricia Miller K,Corporate,Tacoma,Washington,West,Furniture,Tables,Corner Desk,728.31,1,0.0,128.43
ORD-2023-01073,2023-02-03,2023-02-08,Standard Class,CUS-1904,Emily Sanchez B,Corporate,Fort Worth,Texas,Central,Technology,Copiers,Canon Copier,435.99,1,0.1,48.51
ORD-2023-01074,2023-07-26,2023-07-26,Same Day,CUS-8774,Mary Scott J,Consumer,Buffalo,New York,East,Office Supplies,Paper,Copy Paper,45.23,3,0.0,3.08
ORD-2022-01075,2022-01-13,2022-01-20,Standard Class,CUS-9170,Jennifer Nguyen E,Home Office,Tampa,Florida,South,Technology,Accessories,USB Hub,909.75,1,0.1,109.8
ORD-2022-01076,2022-07-19,2022-07-25,Standard Class,CUS-8521,Sarah Smith N,Corporate,Knoxville,Tennessee,South,Technology,Accessories,Webcam,345.26,6,0.1,59.26
ORD-2022-01077,2022-05-18,2022-05-25,Standard Class,CUS-2352,Patricia Hernandez A,Corporate,Savannah,Georgia,South,Office Supplies,Art,Paint Set,36.34,4,0.3,-20.3
ORD-2022-01078,2022-11-12,2022-11-17,Second Class,CUS-0972,Richard Jackson G,Home Office,New York City,New York,East,Technology,Machines,All-in-One Printer,473.04,1,0.0,115.39
ORD-2022-01079,2022-05-10,2022-05-13,Second Class,CUS-3140,Andrew King X,Corporate,Annapolis,Maryland,East,Office Supplies,Storage,Magazine Rack,419.42,4,0.15,88.88
ORD-2023-01080,2023-11-10,2023-11-15,Second Class,CUS-4924,Mark Scott T,Corporate,Tampa,Florida,South,Furniture,Bookcases,Corner Bookcase,981.68,1,0.1,158.27
ORD-2023-01081,2023-10-20,2023-10-25,Standard Class,CUS-0553,Karen Robinson C,Corporate,San Francisco,California,West,Furniture,Bookcases,3-Shelf Bookcase,376.22,2,0.3,52.99
ORD-2022-01082,2022-09-16,2022-09-22,Standard Class,CUS-2109,Donna Garcia V,Consumer,New Haven,Connecticut,East,Furniture,Furnishings,Wall Clock,289.26,2,0.0,48.4
ORD-2023-01083,2023-11-08,2023-11-11,Second Class,CUS-9219,Susan Sanchez Z,Consumer,Richmond,Virginia,East,Furniture,Bookcases,Corner Bookcase,384.44,11,0.15,31.73
